"teks","label"
"USER USER USER Mau debat sama anak yg dikuliahin tapi bisa dibegoin? Bajingan emang orang kayak elu ya bikin indon sengsara URL","yes"
"USER USER itu kerjaan cornelis, tionghoa yg stress gila","yes"
"USER Lu jan bls sendiri kampang","yes"
"USER Gatau diri anjir. Biasanya nih apa yang kita tanam itu yang kita peroleh. Tiati aje mbaknya","yes"
"USER Intinya prabowo dan amin berprasangka yg tidak berdasar itu krn ingin menjegal PDIP tidak berkuasa lagi di 2019.","yes"
"suu kyi antek komunis?USER: Sindir Suu Kyi Duterte: Menang Nobel Perdamaian","yes"
"Mukanya mpo Silvy Asem bangett ngakak kena deh abis jahat sih #DebatFinalPilkadaJKT","yes"
"RT USER: USER USER adian gaya lu kaya beruk. Gini klo supir tembak metromini masuk dpr. Kampungan lu.","yes"
"Buah simalakama itu bernama Asma Dewi penyebar sara waktu kampanye anies sandi","yes"
"USER USER USER USER Sodakoh tapi ngarap imbalan wakakkakkak otak ganti presiden emang somplak","yes"
"USER USER neng ...itu bpk yg terhormat ga pke mulut klo ngomong.mohon maaf dia pke SILIT","yes"
"USER Kegaduan di mulai adu domba di komporin ciribkhas modus penjajah menggunakan para kacung, waspada komunis ekonomi dan wilyah NKRI relah di jajah, pribumi dan agama di adu.. Sabu di sebar, eksodus TKA RRC 157.000 data SPSI berbekal waji","yes"
"Belumlah habis galau pak jokowi ditinggal kawin raisa. Kekalahan 2019 sudah di depan mata. Wkwkwk","yes"
"WOWO Mulai KUMAT rajin turun gunung demo di Monas nyinyirin Jokowi URL USER USER USER USER","yes"
"USER Wkwkwk admin USER tolol kuadrat","yes"
"USER perpres jkw lebih tegas drpd prepres sby buka matamu liat ,jgn hanya bacot bodoh2in fllwr pak !","yes"
"USER Ya Allah ni pres. mestikah dg seragam tni? culun.. gak ada pantes2nya    ","yes"
"cebong kalo liat duit pura2 budek pasti  #menolaklupa #liatbudek URL","yes"
"Tidak ada solusi lain selain #2019GantiPresiden","yes"
"USER Klu rezim sdh berganti saja pulang. anti islam gak bisa dipercaya.","yes"
"USER USER USER USER Emng bego, pake tag gw.","yes"
"RT USER Usir aja duta besarnya Negara yg Kristen aja udah putus hubungan diplomatik.","yes"
"USER USER Cebong tolol...emang kayak lu..cuman klontang klantung ngandalin nyebarin hoax dan fitnah baru dpt nasi bungkus....kalo tolol jgn diliatin dimuka umum malu maluin bong...wkkw.wk.wk.","yes"
"USER Jakarta diera Anies Sandi jg nambah pengangguran","yes"
"USER Dulu TKI Wanita di Hongkok dihina2 sm dia dgn sebutan Babu.....emang kok....Congor tdk bertulang.....Manusia Katrok Lu.....","yes"
"USER Drama banget lu, Onta.","yes"
"RT USER USER Pak prabowo kalo bisa jg maju jd motor pendorong aja .","yes"
"BALIKAN SAMA LO ? IDIH NAJIS TUJUH KETURUNAN DAH","yes"
"Agus silvy Tukang Fitnah DebatFinalPilkadaJKT","yes"
"USER Gak mampu mengundang Ulama kondang, jadi dibiatlah ulama2an utk membentuk opini masyarakat bhw ulama sdh satu suarang mendukung mukidi. Walaahh cara kuno sigunakan dasar cebong","yes"
"USER USER Mantap bang...lanjutkan,biar para kampret,Bani kencing onta kejang semua                ","yes"
"USER KUNYUK NYA MASIH GAK BERANI PULANG... CECUNGUK2NYA PUN SETIA MENUNGGU... HAHAHAHA, ASLI NGAKAK","yes"
"batalkan pelantikan anies, angkat soemarsono jd PLT gubernur cc USER","yes"
"Mereka semua memang tidak bisa menghargai pribumi atau minimal berlaku sopan sebagai tamu,mereka itu sejatinya perampas hak pribumi... #stopTKAChina #2019GantiPresiden","yes"
"USER MAAF ORG YG ANDA JB MUAK DENGAN ANDA SILAHKAN MODAR AJA SONO","yes"
"RT USER: Gaya beruk preman kampung, begini klo mantan supir tembak metromini masuk dpr. Kampungan berdebat malah ngajak berantam d   ","yes"
"Bubarkan KPK perkuat lemabaga negara sistem politik","yes"
"jangan sampe banyak yg mangkrak kaya pak SBY! URL","yes"
"PKI hrus d adakan lge krna prabowo nyapres yg ga pilih prabowo d bilang PKI .. Trus klo gue pilih pa Jokowi lu blg apa ? Emx gue pikirin !","yes"
"USER USER USER Celengnya tereak2 cebong tolol. Padahal celeng lbh dungu, nih buktinya.   2019 kita ganti presiden yuk Setuju bang, tp siapa gantinya?  Tolol masih nanya, kita cari dulu koplak.  O gitu ya bang.   Nah, klo kt roc","yes"
"USER Alaaaah...kyak ente berhasil aja USER ..cma poligamy prestasi ente yg berhasil...lain nya Zonk..nol besar...kakean cocot kowe tu..nis","yes"
"RT USER: Wkwkwkwk..... Pdhl yg sering main klaim program dan hsl kerja org lain ya dia sdri dan pdkg2 nya URL","yes"
"Usir dan depak Cina dan Amerika, komunisme, sekulerisme-liberalisme dan demokrasi, ganti dengan hukum Allah dan RasulNya! [Gus Syams]","yes"
"Belajar mencatut Nama Tuhan untuk mendapatkan KENIKMATAN mengikuti jln hidup Muhammad bejad","yes"
"UGH MAMPUS AJA. MAKAN TUH GENGSI  fr liedabin to liedabin","yes"
"RT USER: Sekali2 yang diangkat penyesalan orang-orang Indo yang telah pilih Jokowi gitu URL","yes"
"Yeeee... Indonesia hebat. Indonesia dibanjiri Tenaga Kerja Asing.  Pk Jokowi Kren deh. Top banget. Kalau bisa Presiden Seumur Hidup.??? Ayo dukung Jokowi Balik Ke Solo #2019GantiPresiden","yes"
"USER Nunggu reaksi si denny siregar stelah cita citanya memenjarakan HRS tinggal kenangan DASAR DUNGU!!!!!!","yes"
"TNI menyerukan nonton 30S karena pemerintah sekarang pro komunis pki","yes"
"USER janji prabowo apa ? apa janji2nya nanti bisa terealisasi semua selama 1 periode seandainya dia menang pilpres ? janji gombal ? gimana dengan UU MD3 ? siapa yg berangus kebebasan berpendapat ? melihat cermin orang lain tapi tidak mau beli cer","yes"
"USER USER Loe jangan hina Ahok dong             Semua orang udah tau kok si Ahok cuma besar Congor ngak perlu loe perjelas kali             ","yes"
"Ahok memang verbalnya keras. Pelampiasan dan pelarian karena kelelakiannya lunak.","yes"
"APBN 50 triliyun lebih untuk melanggengkan Solat & Mengaji harus dipangkas, Solat & Mengaji hilang tidak perlu BNPT","yes"
"Usir Cina PKI dari NKRI","yes"
"RT USER: meluat betul aku dengan orang kedai yang sombong. gaji kau pun sebab customer. so muka, perangai, jaga. itu pun nak kena   ","yes"
"Pendukung napi Ahok dan Jokowi sudah tidak punya akal dan bukan PKS kasihan sekali umat cebong","yes"
"USER Krn cebong tdk akn mengakui pria lajang yg hanya lulusan SI Sastra sbg profesor, krn utk disebut profesor, ank SMP pun tau hrs melalui strata pnddikan lg stlh SI,itu jwb an knp cebong lbh cerdas dari bani kamfret","yes"
"Janji jokowi soal 10 juta lapangan kerja ternyata benar adanya . Buat TKA china tapi","yes"
"USER USER USER Haha.., susah bicara sm org bloon. Sudah bloon hatinya penuh dengki lagi     ","yes"
"USER USER Apa arti pertanyaanmu itu? Jelaskan.. saya tunggu 2 menit ya... ga ada jawaban berati benar lo itu BENCONG gembel warnet.. hahahah....","yes"
"USER USER USER USER Aparat..keparat Membela siapa yang bayar..bukan yg benar Aparat bukan cm alat kekuasaan tapi juga alqt penguasa..","yes"
"USER intinya pas kampanye koar2 akan mnghentikan tp skarang melanjutkan dgn mnrbitkan pergub baru...munafik km pnts dblg KAMPRETOS","yes"
"USER USER Bilangin aja sama itu si kunyuk USER, ga usah terlalu bynk omong, suruh dia cari kerja yg bener jgn jd calo politik yg ngejadiin agama buat tameng. Nte liat nanti karmanya.","yes"
"2) BHINEKA MENURUT ISLAM ITU ARTINYA MEMPERLAKUKAN KAFIR SEBAGAI DHIMMI YANG HAKNYA DIINJAK-INJAK","yes"
"Gw lihat emang si Anies ini ada kurangnya ya. Tapi gw ngebandingin sama Ahok tahun lalu yg mudah aja bilang mampus, badjingan, brengsek, taik, pemahaman nenek Lo ke orang lain dihadapan publik maupun rapat internal. Menurut gw sih mending si Anies yak.","yes"
"USER namanya juga cari nafkah bangsad","yes"
"RT USER di era Sby lah USER mulai menjadi alat libas lawan USER dan komplotannya","yes"
"RT USER: USER Bener bangettt....jasa dia memang luar biasa utk kemenangan Anies - Sandi USER USER","yes"
"Ayat ini juga dikaji: penggallah kepala dan pancunglah tiap2 ujung jari mereka (8:12)","yes"
"USER USER USER mau menasehati kali supaya ga ugal2an nih rezim.. eh tapi ini negeri sdh keburu ancor..nah skrg saja ekonomi morat marit,, kacaoooooo!!","yes"
"Jokowi kalah dg Demo. Jokowi kalah dg Rizieq. Jokowi kalah dg FPI. Lengserkan saja!!... Mending Rusak sekalian Negara ini...Bangsat!!","yes"
"USER Heh bajingan!!!! Ngapain lo kloning akun gue!!! BANGSAT","yes"
"Kabinet Jongos Cina","yes"
"Bro USER, ente sebut Kitab Suci fiksi berarti semua agama bkn dari wahyu. Pernyataan spt ini mutlak scr harfiah dan filosofis melanggar keyakinan umat beragama, konstitusi dan norma agama, ente ini penista semua agama yg paling kotor! #AtheisDete","yes"
"RT USER USER Video lengkap ada di Youtube yak 30 menit sekian dan mejelekkan SBY. Elo cari aja STRATEGI PRABOWO.","yes"
"iya,kelasnya penista agama,bs nya cm ngebacot doang yg arogan sk blg taik nenek lu,oh ya sumber waras n nama d kasus E ktp apkabar?skakmat","yes"
"USER USER Ganti rezim kacung lah.. Cebong mah gitu kalo ditanya","yes"
"Prabowo: Mau Bantu Rohingya? RI Harus Disegani URL URL","yes"
"USER USER USER USER USER USER USER USER USER, siapapun U apalagi yg mentil2 ntu sm2 goblok tolol bin bahlul,, onta kampret    ","yes"
"USER Ulama cebong... Wajah suram","yes"
"tangkap pelakunya, jika polisi tidak bisa maka lengserkan jokowi R3JIM PKI","yes"
"USER Sarap lu der","yes"
"USER USER Komentator yg dungu ya ente bro... Lebih tinggi dungu nya dari pada otaknya, hahaha...","yes"
"USER budek dia","yes"
"USER Cuma rezim ini org kaya dia berani tampil di layar kaca. Mohon segera ambil tindakan USER USER","yes"
"USER Ganti cocot luh ma eek kuda","yes"
"USER USER Ahh cebong mah gitu kalo di tanya","yes"
"Komunis PKI maunya umat Islam ribut terus mereka senang pemerintah anti Islam gaya adu domba dimainkan terus","yes"
"RT USER: Kapan USER bikin film bakar2 Sekolahan buat pencitraan pak USER URL","yes"
"Kapan nih PDIP NASDEM bicara tegas GANYANG PKI!!! Koq jd membleh USER USER USER USER USER USER","yes"
"Usir Dubes Myanmar dr Negri ini. Ksh peringatan ummat Budha di neg kita agar mrk menghimbau utk menghentikan penyiksaan kpd umat Islam dsna.","yes"
"USER Sampaoli is sontoloyo, lebih pilih higuain dari pada icardi     ","yes"
"35.Umat Islam harus selalu memiliki kriteria sendiri terhadap pilihan pemimpinnya. pemimpindarimasjid jangan pilih pemimpin non muslim","yes"
"RT USER Bubarkan DPR gak butuh","yes"
"USER Cebong mana ngerti","yes"
"USER babi lo jaringan cacat","yes"
"USER Lu mah emang udik wan","yes"
"kamu benar-benar diktaktor, otoriter pak Presiden USER","yes"
"USER USER USER USER Cebong mah gitu bang acut... Komentar nomor wahid, literasi tak valid... Dungu","yes"
"USER Dih kntl.","yes"
"RT USER USER Karna mreka yakin bila melawan lg PS akan kmbali kalah lawan JKW.","yes"
"Hahahahhahaa silvy ohh silvy cacingan amat loe ahhh wkwkwkwkwkk #DebatFinalPilkadaJKT","yes"
"kenapa anak babi jalan nya nunduk???karena malu liat ulah bapak nya yang ngebelain ahok..","yes"
"apa itu komunis ? secara sederhana = memaksakan kehendak , byk aturan.. contoh : memaksa pake e-money komunis bgt ! Rezim komunis","yes"
"biksu cabul karena melanggar ajaran Budha ... MUSLIM JADI TERORIS KARENA SESUAI AJARAN ISLAM URL URL","yes"
"USER USER USER Lom dikurangi biaya rs krn kena racunnya. Dah lah tadz... cuma gerombolan berudu dungu yg tertarik usaha ginian.","yes"
"RT USER DIKTATOR JOKOWI JONGOS ORGANISASI JAGAL MANUSIA NU MENGANDALKAN KAMPANYENYA KEPADA KIYAYI YG SEMUANYA TUKANG tipu.","yes"
"USER USER Dan sy yakin anis menang di gurun pasir bnyak onta nya","yes"
"Ayo kita ajak Mas Goen beralih dari penyembah Allah SWT benci kafir jadi pembakar kemenyan","yes"
"ASMA DEWI Untuk Jegal Pelantikan ANIES-SANDI","yes"
"USER Wkwkwkwk mampus luh","yes"
"RT USER: USER USER USER kafir PKI nyamar jd islam dia. yg jelek2in jkw itu kafir PKI smua.","yes"
"USER USER HTI sama wahabi mugkin layak di bubarkan","yes"
"USER sama halnya dengan cina di indonesia dong .. PO AN TUI malah gabung kompeni buat membunuh pribumi ..","yes"
"antek-antek ORBA hobi gunakan isu PKI. kejahatan ORBA memberikan kpd asing kekayaan alam kita Seperti Freeport kpd AS kerjanya mertua Prabowo","yes"
"RT USER Kehancuran prabowo dibuatnya sendiri dia merobek dirinya sendiri emosi mu menghancurkan dirimu","yes"
"USER Nama bule kelakuan idiot bela gabenernya, padahal sih malu ya njing... Bayarin sekolah masi mending daripada lu di comberan aja ngga bisa bayar, gimana mau maju... Jual biji aja nyuk","yes"
"USER USER Manusia bangsad -.-","yes"
"Begitu USER bersuara udah bs dipastikan narasinya.. pembela PKI","yes"
"haha Anggota DPR palsu.. kasihan segala cara dilakukan.. mulai bubarkan kpk sampe status WTP ayo jgn pilih yg palsu","yes"
"RT USER Karena PKI adalah cara Soeharto menyingkirkan Soekarno. Sekarang mau ditiru oleh Prabowo. Mungkin krn msh menantu!","yes"
"USER jangan kasih kendor....kalau bisa bubarkan sekalian tu ormas, ehh itu pemimpinya beneran umroh apa jadi tki sih......","yes"
"USER kunyuk nih pasukan tukang burjo...akun nye bokep melulu...             URL","yes"
"USER USER USER Baru namanya timnya baja bajingan JA","yes"
"USER Bener prabowo aja yg pergi ke rohingya jgn bisanya hanya mengkritik doang","yes"
"Gimana menyelesaikan kasus impor alutsista brimob ini pak USER ? Kl gk mampu mending mundur ajalah pak URL","yes"
"cowo jaman sekarang rata2 udah putus suka ngejelekin mantannya, bispak lah, perek lah, dll. nah cowo kaya gitu ga lebih dari banci #Cabecabeaan","yes"
"USER mukanya kek nahan eek jack : )","yes"
"USER Mulut Allah SWT di quran memang BUSUK, kafir, laknat dll","yes"
"USER USER Orang2 bego kebanyakan minum &amp makan kotoran onta ...otak nya somplak","yes"
"Jokowi ikut perintah? Baru tau kalo panglima TNI jabatannya pebih tinggi dari presiden makanya bisa perintah presiden. Bodoh mmg tak bertepi","yes"
"USER USER USER USER bukan hanya KORUP oom, PDIP ternyata punya banyak skill terpendam  URL","yes"
"USER USER USER USER Cebong emang tolol, klimaks dgn berita hoax","yes"
"Ntah apa tujuan si kunyuk pake foto &amp nama gw. wtf!","yes"
"RT USER: sementara itu kader USER membakar 7 sekolah. URL","yes"
"USER USER Azu tenan soh orang2 kek.gini nih...bani.micin...","yes"
"USER USER USER USER USER USER USER USER Ehh...kita positif dulu gaes, dia mau tekankan bahwa kaum 212 itu sia-sia...bela agama yg kitab sucinya fiksi juga...kalau Fiksi tapi isinya suatu norma kehid","yes"
"RT USER: USER lo yang sarap     ","yes"
"Ingat gak dengan demo teroris botak Myanmar arah nya mau turunkan jokowi","yes"
"USER Lu mah ga budek cuman congean","yes"
"USER Emang semua yg gak beriman kepada Allah itu kafir, dan semua nabi yg pernah diutus beriman kepda Allah, trus lo maksain referensi orang kafir, pake kaidah orang muslim, lu maksain resep dokter buat bikin rumah namnya, gak nyambung dongoooo","yes"
"RT USER Hebat dong Singapura. Di Indonesia jadi lurah saja ditolak kok apalagi jadi Gubernur macam Ahok. Wek..","yes"
"USER USER USER anjing2 ahok.kaum babi lo bnyk bacot.mnding duel sma gw.","yes"
"USER USER USER USER lu gaada apa2 nya dibanding n4d N4d itu talanted bgt Lu pansos bgt sih najis","yes"
"Niat mau elegan dgn puisi, malah menampilkan kenorakan &amp kedunguan. Semua jg bangga dgn budaya Indonesia, apa2an menyerang agama? Kampungan! URL","yes"
"msh ingat Siloam cina kita usir ! andai ku mati , anak-anak ku sudah paham Filosofi hidup! Harga diri diatas segalanya , bukan di kaki Penjajah","yes"
"USER KPK di berhentikan? Yang paling bagus itu DPR yang di bubarkan bosUSER","yes"
"USER Bangsat betul kelakuan teroris budha keparat...!!!","yes"
"USER Kemenangan Anies Sandi seharusnya batal demi hukum","yes"
"USER Ada kampreters yg teriak ASU antek asing aseng gak ya?","yes"
"USER Brahahahaaa, Cebong nya NgAhok !          USER ((( cebong blm cebok )))      USER","yes"
"tu menteri perdagangan kan cina....sdh numpang cari makan dan hidup di Indonesia masih mau cari perkara sama pribumi. Usir dia dari NKRI...","yes"
"PKI now= PKS FPI HTI FUI saracen dibayar u demo-demo u fitnah&provokasi sara JokAhok.dibayar o sby wowo ht ts dgn isiu istana procina pki&anti Islam","yes"
"Di wikipedia, orde baru termasuk pemerintahan junta militer kayak pemerintahan myanmar sekarang? B aja. Yg diktator kan cuma jokowi.","yes"
"Harga minyak dunia  WTI udah 71 dan Brent udah 81 asumsi pemerintah 48 ...  Direksi pertamina udah ganti berkali kali di pemerintahan Jokowi ... kasihan perusahaan ini ... buat maenan politikus kacrut ...","yes"
"USER Pak USER jalan menuju Indonesia Baru Tanpa Islam akan jadi indah, jika Muslim dpt diajak diskusi","yes"
"Bila Cina bs maju dg Komunisme","yes"
"Makanya, rakyat juga sudah gak sabar pengen lengserkan, tapi para tokoh negri pada takut sama santet jokowi. Dicari tokoh nasional yg berani","yes"
"RT USER: NAHLOH!! Netizen Menilai BUKAN Jonru Yang Merugikan RAKYAT Tapi Jokowi URL","yes"
"USER iya anjir dah bolot budeg lagi","yes"
"umat agama islam dijakarta sangat haram dan sangat najis sekali dengan ahok kafir kristen...","yes"
"RT USER: Kampret kampret. Braninya cuman dlm ml doang. Sini lo. Gue jolok2 mata lo. Taik hahahaha #cumabercandagaiss URL","yes"
"RT USER USER USER Loh g tau y bapak prabowo salah satu geng menteri permesta ? Pendiri pks anak dari di/tii. Pemberontak pengkhianat","yes"
"Lihat USER penumpangnya dipenuhi TKA cina yg tdk bisa bhs Indonesia dan ingris cc USER URL","yes"
"USER Wakakakak iyaa itu gara2 si andri fala bangke si provokator     ","yes"
"USER Hdh cakep2 bolot","yes"
"Selama ada Novel di KPK, Sandi tetap Aman, mana mungkin Novel usut wakil Gubernur Sepupunya. Mana mungkin juga USER usut kasusnya Anies.","yes"
"Anda memenggal video itu. Untuk menggoreng angin? Cuma orang dungu yang nekat menggoreng angin:)","yes"
